"filename", "language", "HTML", "XML", "CSS", "Markdown", "JavaScript", "JSON", "TypeScript", "SCSS", "Python", "YAML", "comment", "blank", "total"
"/Users/william/prog2/temp/smartdba/backend/migrations/add_ai_inspection_fields.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -19, 0, -1, -8, -28
"/Users/william/prog2/temp/smartdba/backend/migrations/add_ai_report_columns.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -41, 0, -5, -14, -60
"/Users/william/prog2/temp/smartdba/backend/migrations/add_alert_events.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -185, 0, -16, -48, -249
"/Users/william/prog2/temp/smartdba/backend/migrations/add_alert_management.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -134, 0, -10, -19, -163
"/Users/william/prog2/temp/smartdba/backend/migrations/add_cascade_delete.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -204, 0, -8, -31, -243
"/Users/william/prog2/temp/smartdba/backend/migrations/add_cascade_delete_remaining.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -97, 0, -3, -21, -121
"/Users/william/prog2/temp/smartdba/backend/migrations/add_diagnosis_decision_fields.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -39, 0, -3, -13, -55
"/Users/william/prog2/temp/smartdba/backend/migrations/add_metric_composite_index.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -32, 0, -2, -7, -41
"/Users/william/prog2/temp/smartdba/backend/migrations/add_reports_indexes.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -38, 0, -1, -9, -48
"/Users/william/prog2/temp/smartdba/backend/migrations/add_system_configs.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -41, 0, -4, -9, -54
"/Users/william/prog2/temp/smartdba/backend/migrations/fix_datasource_metric_timezone.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -55, 0, -5, -12, -72
"/Users/william/prog2/temp/smartdba/backend/migrations/migrate_to_inspection.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -100, 0, -6, -17, -123
"/Users/william/prog2/temp/smartdba/backend/migrations/remove_anomaly_fields.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -38, 0, -5, -8, -51
"/Users/william/prog2/temp/smartdba/backend/migrations/rename_connection_to_datasource.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -68, 0, -10, -20, -98
"/Users/william/prog2/temp/smartdba/backend/migrations/rename_metrics_connection_to_datasource.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -49, 0, -7, -14, -70
"/Users/william/prog2/temp/smartdba/backend/migrations/rename_reports_connection_to_datasource.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -51, 0, -8, -14, -73
"/Users/william/prog2/temp/smartdba/backend/migrations/rename_ssh_host_to_host.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -45, 0, -4, -13, -62
"/Users/william/prog2/temp/smartdba/backend/models/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -30, 0, 0, -2, -32
"/Users/william/prog2/temp/smartdba/backend/models/ai_model.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -15, 0, 0, -4, -19
"/Users/william/prog2/temp/smartdba/backend/models/alert_delivery_log.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -14, 0, 0, -4, -18
"/Users/william/prog2/temp/smartdba/backend/models/alert_event.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -48, 0, -5, -14, -67
"/Users/william/prog2/temp/smartdba/backend/models/alert_message.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -24, 0, -1, -5, -30
"/Users/william/prog2/temp/smartdba/backend/models/alert_subscription.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -16, 0, 0, -4, -20
"/Users/william/prog2/temp/smartdba/backend/models/datasource.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -22, 0, -2, -8, -32
"/Users/william/prog2/temp/smartdba/backend/models/diagnostic_session.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -24, 0, 0, -7, -31
"/Users/william/prog2/temp/smartdba/backend/models/host.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -15, 0, 0, -4, -19
"/Users/william/prog2/temp/smartdba/backend/models/host_metric.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -11, 0, 0, -4, -15
"/Users/william/prog2/temp/smartdba/backend/models/inspection_config.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -18, 0, -9, -8, -35
"/Users/william/prog2/temp/smartdba/backend/models/inspection_trigger.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -14, 0, 0, -4, -18
"/Users/william/prog2/temp/smartdba/backend/models/knowledge_base.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -34, 0, 0, -10, -44
"/Users/william/prog2/temp/smartdba/backend/models/login_log.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -11, 0, 0, -4, -15
"/Users/william/prog2/temp/smartdba/backend/models/datasource_metric.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -9, 0, 0, -4, -13
"/Users/william/prog2/temp/smartdba/backend/models/report.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -29, 0, -4, -8, -41
"/Users/william/prog2/temp/smartdba/backend/models/system_config.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -14, 0, 0, -4, -18
"/Users/william/prog2/temp/smartdba/backend/models/user.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -15, 0, 0, -4, -19
"/Users/william/prog2/temp/smartdba/backend/routers/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"/Users/william/prog2/temp/smartdba/backend/routers/ai_models.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -91, 0, -1, -29, -121
"/Users/william/prog2/temp/smartdba/backend/routers/alerts.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -247, 0, -6, -44, -297
"/Users/william/prog2/temp/smartdba/backend/routers/auth.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -63, 0, -2, -15, -80
"/Users/william/prog2/temp/smartdba/backend/routers/chat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -243, 0, -21, -41, -305
"/Users/william/prog2/temp/smartdba/backend/routers/datasources.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -116, 0, -1, -25, -142
"/Users/william/prog2/temp/smartdba/backend/routers/hosts.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -110, 0, -1, -23, -134
"/Users/william/prog2/temp/smartdba/backend/routers/inspections.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -338, 0, -11, -81, -430
"/Users/william/prog2/temp/smartdba/backend/routers/knowledge_bases.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -274, 0, -24, -70, -368
"/Users/william/prog2/temp/smartdba/backend/routers/metrics.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -217, 0, -19, -42, -278
"/Users/william/prog2/temp/smartdba/backend/routers/monitor_ws.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -61, 0, -3, -9, -73
"/Users/william/prog2/temp/smartdba/backend/routers/query.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -115, 0, -2, -23, -140
"/Users/william/prog2/temp/smartdba/backend/routers/system_configs.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -82, 0, 0, -15, -97
"/Users/william/prog2/temp/smartdba/backend/routers/users.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -93, 0, 0, -25, -118
"/Users/william/prog2/temp/smartdba/backend/schemas/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"/Users/william/prog2/temp/smartdba/backend/schemas/ai_model.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -28, 0, 0, -8, -36
"/Users/william/prog2/temp/smartdba/backend/schemas/alert.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -139, 0, -5, -49, -193
"/Users/william/prog2/temp/smartdba/backend/schemas/auth.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -42, 0, 0, -19, -61
"/Users/william/prog2/temp/smartdba/backend/schemas/chat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -33, 0, 0, -11, -44
"/Users/william/prog2/temp/smartdba/backend/schemas/datasource.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -56, 0, 0, -12, -68
"/Users/william/prog2/temp/smartdba/backend/schemas/host.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -34, 0, 0, -10, -44
"/Users/william/prog2/temp/smartdba/backend/schemas/knowledge_base.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -45, 0, 0, -15, -60
"/Users/william/prog2/temp/smartdba/backend/schemas/metrics.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -21, 0, 0, -8, -29
"/Users/william/prog2/temp/smartdba/backend/schemas/query.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -46, 0, 0, -16, -62
"/Users/william/prog2/temp/smartdba/backend/schemas/report.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -31, 0, 0, -7, -38
"/Users/william/prog2/temp/smartdba/backend/schemas/system_config.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -27, 0, 0, -8, -35
"/Users/william/prog2/temp/smartdba/backend/services/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"/Users/william/prog2/temp/smartdba/backend/services/aggregation_engine.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -227, 0, -15, -37, -279
"/Users/william/prog2/temp/smartdba/backend/services/ai_agent.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -15, 0, -1, -7, -23
"/Users/william/prog2/temp/smartdba/backend/services/ai_report_generator.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -407, 0, -37, -51, -495
"/Users/william/prog2/temp/smartdba/backend/services/alert_event_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -233, 0, -24, -53, -310
"/Users/william/prog2/temp/smartdba/backend/services/alert_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -308, 0, -12, -70, -390
"/Users/william/prog2/temp/smartdba/backend/services/config_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -80, 0, 0, -13, -93
"/Users/william/prog2/temp/smartdba/backend/services/db_connector.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -97, 0, 0, -25, -122
"/Users/william/prog2/temp/smartdba/backend/services/dm_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -274, 0, -8, -24, -306
"/Users/william/prog2/temp/smartdba/backend/services/document_chunker.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -53, 0, -5, -13, -71
"/Users/william/prog2/temp/smartdba/backend/services/document_parser.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -95, 0, -3, -20, -118
"/Users/william/prog2/temp/smartdba/backend/services/host_collector.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -59, 0, -3, -15, -77
"/Users/william/prog2/temp/smartdba/backend/services/inspection_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -120, 0, -3, -28, -151
"/Users/william/prog2/temp/smartdba/backend/services/kb_processor.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -104, 0, -8, -18, -130
"/Users/william/prog2/temp/smartdba/backend/services/metric_collector.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -372, 0, -39, -94, -505
"/Users/william/prog2/temp/smartdba/backend/services/metric_normalizer.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -177, 0, -27, -48, -252
"/Users/william/prog2/temp/smartdba/backend/services/mongo_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -180, 0, -2, -15, -197
"/Users/william/prog2/temp/smartdba/backend/services/mysql_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -326, 0, 0, -27, -353
"/Users/william/prog2/temp/smartdba/backend/services/notification_dispatcher.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -59, 0, -7, -19, -85
"/Users/william/prog2/temp/smartdba/backend/services/notification_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -286, 0, -17, -60, -363
"/Users/william/prog2/temp/smartdba/backend/services/oceanbase_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -295, 0, -5, -24, -324
"/Users/william/prog2/temp/smartdba/backend/services/opengauss_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -235, 0, -2, -20, -257
"/Users/william/prog2/temp/smartdba/backend/services/oracle_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -290, 0, -2, -41, -333
"/Users/william/prog2/temp/smartdba/backend/services/os_metrics_collector.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -235, 0, -8, -43, -286
"/Users/william/prog2/temp/smartdba/backend/services/os_metrics_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -76, 0, -7, -15, -98
"/Users/william/prog2/temp/smartdba/backend/services/postgres_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -272, 0, -2, -24, -298
"/Users/william/prog2/temp/smartdba/backend/services/redis_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -162, 0, 0, -17, -179
"/Users/william/prog2/temp/smartdba/backend/services/report_generator.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -444, 0, -16, -68, -528
"/Users/william/prog2/temp/smartdba/backend/services/sqlserver_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -285, 0, -4, -25, -314
"/Users/william/prog2/temp/smartdba/backend/services/ssh_connection_pool.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -218, 0, -11, -49, -278
"/Users/william/prog2/temp/smartdba/backend/services/ssh_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -55, 0, 0, -10, -65
"/Users/william/prog2/temp/smartdba/backend/services/threshold_checker.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -270, 0, -31, -59, -360
"/Users/william/prog2/temp/smartdba/backend/services/tidb_service.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -285, 0, -6, -24, -315
"/Users/william/prog2/temp/smartdba/backend/services/vector_store.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -125, 0, -5, -24, -154
"/Users/william/prog2/temp/smartdba/backend/skills/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, -9, 0, 0, -4, -13
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/diagnose_high_cpu.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -81, -9, -15, -105
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/dm_explain_query.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -42, -3, -7, -52
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/dm_get_db_size.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -3, -7, -48
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/dm_get_db_status.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -3, -7, -48
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/dm_get_index_stats.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -43, -3, -7, -53
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/dm_get_slow_queries.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -3, -7, -48
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/dm_get_table_stats.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -3, -7, -48
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/dm_get_tablespace_usage.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -44, -3, -7, -54
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/dm_get_wait_events.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -43, -3, -7, -53
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/dm_list_sessions.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -3, -7, -48
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/execute_any_os_command.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -52, -2, -11, -65
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/execute_any_sql.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -28, -2, -7, -37
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/execute_diagnostic_query.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -31, -2, -8, -41
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/execute_os_command.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -47, -1, -9, -57
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/get_metric_history.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -33, -1, -6, -40
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/get_os_metrics.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -5, -10, -53
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/list_datasources.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -29, -2, -6, -37
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/manage_datasource.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -263, -7, -35, -305
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/manage_host.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -228, -8, -37, -273
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/manage_skill.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -264, -13, -45, -322
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/mssql_get_db_status.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -50, 0, -9, -59
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/mssql_get_index_usage.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -54, 0, -8, -62
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/mssql_get_slow_queries.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -54, 0, -8, -62
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/mssql_get_table_stats.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -44, 0, -8, -52
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/mssql_get_wait_stats.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -68, 0, -8, -76
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/mssql_list_connections.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -57, 0, -8, -65
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/mysql_explain_query.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -2, -8, -48
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/mysql_get_db_size.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -36, -1, -8, -45
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/mysql_get_db_status.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -47, -4, -10, -61
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/mysql_get_db_variables.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -28, -2, -8, -38
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/mysql_get_process_list.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -25, -1, -7, -33
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/mysql_get_replication_status.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -32, -2, -7, -41
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/mysql_get_slow_queries.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -45, -2, -11, -58
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/mysql_get_table_stats.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -42, -1, -8, -51
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/oceanbase_explain_query.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -42, -3, -7, -52
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/oceanbase_get_db_size.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -3, -7, -48
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/oceanbase_get_db_status.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -3, -7, -48
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/oceanbase_get_partition_info.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -44, -3, -7, -54
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/oceanbase_get_replica_status.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -3, -7, -48
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/oceanbase_get_server_info.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -41, -3, -7, -51
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/oceanbase_get_slow_queries.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -3, -7, -48
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/oceanbase_get_table_stats.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -3, -7, -48
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/oceanbase_get_tenant_usage.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -41, -3, -7, -51
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/oceanbase_list_connections.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -3, -7, -48
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/opengauss_explain_query.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -42, -3, -7, -52
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/opengauss_get_audit_logs.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -44, -3, -7, -54
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/opengauss_get_db_size.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -3, -7, -48
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/opengauss_get_db_status.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -3, -7, -48
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/opengauss_get_index_usage.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -41, -3, -7, -51
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/opengauss_get_slow_queries.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -3, -7, -48
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/opengauss_get_table_stats.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -3, -7, -48
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/opengauss_get_vacuum_stats.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -42, -3, -7, -52
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/opengauss_list_connections.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -38, -3, -7, -48
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/oracle_explain_query.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -55, -4, -13, -72
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/oracle_get_db_status.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -69, -4, -15, -88
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/oracle_get_slow_queries.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -48, 0, -8, -56
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/oracle_get_table_stats.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -43, 0, -8, -51
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/oracle_get_tablespace_usage.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -52, 0, -8, -60
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/oracle_get_wait_events.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -44, 0, -8, -52
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/oracle_list_sessions.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -49, 0, -8, -57
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/pg_get_db_status.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -66, -3, -12, -81
"/Users/william/prog2/temp/smartdba/backend/skills/builtin/pg_get_index_usage.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 0, -43, 0, -8, -51
